Month,Day,Hour,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity
3,27,10,7,2,70
3,27,11,7,2,70
3,27,12,8,-1,52
3,27,13,9,-2,45
3,27,14,10,-3,39
3,27,15,11,-5,31
3,27,16,11,-3,36
3,27,17,10,-4,36
3,27,18,10,-4,36
3,27,19,8,-6,34
3,27,20,7,-6,37
3,27,21,6,-5,43
3,27,22,5,-4,50
3,27,23,5,-4,50
3,27,24,4,-4,54
3,28,1,4,-3,59
3,28,2,1,-2,79
3,28,3,1,-2,79
3,28,4,-1,-2,92
3,28,5,1,-1,86
3,28,6,1,-1,86
3,28,7,0,-1,92
3,28,8,3,0,81
3,28,9,7,0,61
3,28,10,8,1,61
3,28,11,8,1,61
3,28,12,9,2,61
3,28,13,8,2,66
3,28,14,9,2,61
3,28,15,11,1,50
3,28,16,9,3,66
3,28,17,9,1,57
3,28,18,8,2,66
3,28,19,6,3,81
3,28,20,5,3,87
3,28,21,5,3,87
3,28,22,5,3,87
3,28,23,4,3,93
3,28,24,4,2,87
3,29,1,3,1,87
3,29,2,2,-1,80
3,29,3,2,-1,80
3,29,4,2,-1,80
3,29,5,2,-1,80
3,29,6,2,-1,80
3,29,7,2,-1,80
3,29,8,2,0,87
3,29,9,3,0,81
3,29,10,4,0,75
3,29,11,6,0,65
3,29,12,7,0,61
3,29,13,7,-1,56
3,29,14,7,0,61
3,29,15,8,-1,52
3,29,16,7,-1,56
3,29,17,7,0,61
3,29,18,6,-1,60
3,29,19,4,-2,64
3,29,20,3,-3,63
3,29,21,3,-3,63
3,29,22,3,-3,63
3,29,23,2,-3,67
3,29,24,2,-3,67
3,30,1,2,-4,62
3,30,2,2,-4,62
3,30,3,1,-4,67
3,30,4,1,-4,67
3,30,5,1,-4,67
3,30,6,1,-4,67
3,30,7,0,-4,72
3,30,8,1,-3,72
3,30,9,2,-3,67
3,30,10,4,-2,64
3,30,11,6,-2,55
3,30,12,7,-2,52
3,30,13,8,-2,48
3,30,14,9,-2,45
3,30,15,9,-3,41
3,30,16,11,-3,36
3,30,17,11,-3,36
3,30,18,10,-4,36
3,30,19,9,-4,38
3,30,20,7,-4,44
3,30,21,6,-2,55
3,30,22,5,-2,59
3,30,23,4,-2,64
3,30,24,4,-3,59
3,31,1,3,-6,49
3,31,2,2,-6,52
3,31,3,2,-6,52
3,31,4,1,-5,61
3,31,5,0,-4,72
3,31,6,-1,-4,78
3,31,7,0,-4,72
3,31,8,2,-3,67
3,31,9,4,-3,59
3,31,10,7,-4,44
3,31,11,9,-9,25
3,31,12,11,-8,24
3,31,13,12,-6,26
3,31,14,13,-4,29
3,31,15,13,-5,27
3,31,16,14,-4,27
3,31,17,14,-4,27
3,31,18,14,-4,27
3,31,19,12,-3,34
3,31,20,11,-4,33
3,31,21,8,-3,44
3,31,22,7.1,-2.5,52
3,31,23,6.1,-2.1,75
3,31,24,5.2,-1.7,69
4,1,1,4.3,-1.4,88
4,1,2,3.4,-1,88
4,1,3,2.4,-0.6,88
4,1,4,1.5,-0.3,88
4,1,5,1.2,-0.7,87
4,1,6,1.1,-1,85
4,1,7,1.1,-1.6,81
4,1,8,1.1,-1,85
4,1,9,1.1,-1,85
4,1,10,2.2,-2.7,68
4,1,11,3.3,-2.1,66
4,1,12,3.9,-3.8,55
4,1,13,2.2,-3.8,62
4,1,14,3.3,-2.7,63
4,1,15,3.3,-2.7,63
4,1,16,2.8,-2.7,65
4,1,17,3.3,-3.2,60
4,1,18,2.2,-2.7,68
4,1,19,1.7,-4.3,62
4,1,20,1.1,-3.2,71
4,1,21,0,-4.9,66
4,1,22,-1,-4.3,76
4,1,23,-1.6,-6,69
4,1,24,-2.1,-7.1,65
4,2,1,-2.5,-7.1,68
4,2,2,-2.8,-7.1,69
4,2,3,-3.3,-7.3,71
4,2,4,-3.8,-7.5,73
4,2,5,-4.5,-7.9,75
4,2,6,-4.9,-8.2,75
4,2,7,-4.3,-8.2,71
4,2,8,-2.7,-9.3,57
4,2,9,-0.5,-8.8,49
4,2,10,1.7,-9.3,40
4,2,11,2.8,-11.6,30
4,2,12,4.4,-10.5,30
4,2,13,5.6,-9.9,29
4,2,14,5.6,-10.5,27
4,2,15,7.2,-8.2,30
4,2,16,6.7,-8.2,31
4,2,17,7.2,-9.9,26
4,2,18,6.7,-9.9,27
4,2,19,6.1,-9.9,28
4,2,20,3.9,-8.2,38
4,2,21,3.3,-8.2,39
4,2,22,2.2,-5.5,54
4,2,23,0,-4.9,66
4,2,24,-1,-5.5,68
4,3,1,-1.2,-5,73
4,3,2,-1.3,-4.6,76
4,3,3,-1.6,-4.3,80
4,3,4,-1.9,-4,84
4,3,5,-2.4,-4,87
4,3,6,-2.7,-3.8,91
4,3,7,-1.6,-3.2,87
4,3,8,1.7,-2.7,71
4,3,9,3.9,-5.5,48
4,3,10,5.6,-6,41
4,3,11,7.2,-5.5,38
4,3,12,8.9,-4.9,36
4,3,13,10,-4.9,33
4,3,14,10.6,-5.5,30
4,3,15,11.1,-4.3,32
4,3,16,11.1,-3.8,34
4,3,17,10.6,-4.9,32
4,3,18,9.4,-6.6,30
4,3,19,8.1,-7,31
4,3,20,6.7,-7.1,34
4,3,21,6.1,-7.1,36
4,3,22,5,-4.9,46
4,3,23,5,-3.8,51
4,3,24,3.9,-3.2,58
4,4,1,3.6,-2.6,62
4,4,2,3.4,-2.1,66
4,4,3,3,-1.8,69
4,4,4,2.6,-1.4,74
4,4,5,2,-1.2,78
4,4,6,1.7,-1,81
4,4,7,3.3,-0.1,78
4,4,8,5.6,0.6,70
4,4,9,8.3,1.1,60
4,4,10,11.7,-1,41
4,4,11,15,-0.5,34
4,4,12,16.1,0.6,35
4,4,13,18.3,3.3,37
4,4,14,19.4,3.9,36
4,4,15,19.4,4.4,37
4,4,16,18.9,5,40
4,4,17,15,8.3,64
4,4,18,14.4,8.9,70
4,4,19,12.8,10,83
4,4,20,12.2,10,86
4,4,21,12.8,9.4,80
4,4,22,12.2,11.1,93
4,4,23,11.7,11.1,96
4,4,24,11.7,11.1,96
4,5,1,11.7,11.1,96
4,5,2,11.7,11.1,96
4,5,3,11.6,10.9,95
4,5,4,11.5,10.7,95
4,5,5,11.2,10.3,94
4,5,6,11.1,10,93
4,5,7,10.6,10,96
4,5,8,10,8.9,93
4,5,9,10,8.9,93
4,5,10,11.1,8.9,86
4,5,11,11.1,8.9,86
4,5,12,12.2,9.4,83
4,5,13,15.6,10,69
4,5,14,17.2,11.1,67
4,5,15,18.9,11.1,61
4,5,16,18.9,10.6,59
4,5,17,19.4,9.4,52
4,5,18,18.9,8.9,52
4,5,19,18.3,9.4,56
4,5,20,17.2,9.4,60
4,5,21,16.1,10,67
4,5,22,14.4,9.4,72
4,5,23,13.9,10,77
4,5,24,14.4,11.1,81
4,6,1,14.3,11.1,81
4,6,2,14.3,11.1,81
4,6,3,14.1,10.9,81
4,6,4,13.9,10.7,81
4,6,5,13.5,10.3,81
4,6,6,13.3,10,80
4,6,7,13.3,10.6,84
4,6,8,13.9,10.6,80
4,6,9,13.9,11.1,83
4,6,10,15,11.7,81
4,6,11,18.9,11.7,63
4,6,12,23.3,11.7,48
4,6,13,25,9.4,37
4,6,14,25.6,9.2,35
4,6,15,26.1,8.9,34
4,6,16,26.7,7.8,30
4,6,17,26.1,7.8,31
4,6,18,25,8.3,35
4,6,19,23.9,8.9,38
4,6,20,21.7,10,47
4,6,21,20,10,53
4,6,22,19.4,10,54
4,6,23,18.9,10,56
4,6,24,18.7,10,57
4,7,1,18.6,10.5,59
4,7,2,18.6,11,61
4,7,3,18.4,11.3,63
4,7,4,18.2,11.6,65
4,7,5,17.8,11.7,67
4,7,6,16.7,11.1,70
4,7,7,16.7,11.7,72
4,7,8,17.8,11.7,67
4,7,9,21.1,11.7,55
4,7,10,22.8,12.2,51
4,7,11,24.4,11.7,45
4,7,12,25.6,12.2,43
4,7,13,26.7,11.7,39
4,7,14,27.2,11.1,37
4,7,15,27.2,11.1,37
4,7,16,27.2,10.6,35
4,7,17,26.1,12.2,42
4,7,18,21.1,12.8,59
4,7,19,24.4,13.3,50
4,7,20,22.8,13.3,55
4,7,21,22.2,13.3,57
4,7,22,21.7,13.9,61
4,7,23,21.1,13.9,63
4,7,24,20.5,13.8,65
4,8,1,20,14.2,69
4,8,2,19.7,14.6,72
4,8,3,19.1,14.8,76
4,8,4,18.6,15,80
4,8,5,17.8,15,84
4,8,6,17.8,14.4,80
4,8,7,17.8,14.4,80
4,8,8,18.3,14.4,78
4,8,9,18.9,15.6,81
4,8,10,19.2,15.8,81
4,8,11,19.4,16.1,81
4,8,12,21.7,17.2,76
4,8,13,21.7,17.2,76
4,8,14,21.7,16.1,70
4,8,15,22.8,15,61
4,8,16,21.1,16.7,76
4,8,17,20,16.7,81
4,8,18,18.9,17.2,90
4,8,19,18.3,17.8,97
4,8,20,17.8,17.8,100
4,8,21,16.7,16.1,96
4,8,22,17.2,17.2,100
4,8,23,16.7,16.1,96
4,8,24,16.5,15.7,95
4,9,1,16.4,15.7,96
4,9,2,16.4,15.7,96
4,9,3,16.2,15.5,96
4,9,4,16,15.4,96
4,9,5,15.6,15,96
4,9,6,15.6,15,96
4,9,7,15.6,15,96
4,9,8,16.7,15.6,93
4,9,9,16.7,15.6,93
4,9,10,16.7,16.1,96
4,9,11,11.7,11.1,96
4,9,12,13.3,12.2,93
4,9,13,13.9,13.3,96
4,9,14,17.8,15.6,87
4,9,15,19.4,16.1,81
4,9,16,19.4,16.7,84
4,9,17,17.7,15.2,85
4,9,18,15.6,13.9,90
4,9,19,13.9,12.8,93
4,9,20,11.7,10.6,93
4,9,21,9.4,7.8,90
4,9,22,7.2,3.9,80
4,9,23,6.7,3.3,79
4,9,24,6,2.3,77
4,10,1,5.4,1.8,78
4,10,2,5,1.3,77
4,10,3,4.3,0.6,77
4,10,4,3.7,-0.1,76
4,10,5,2.8,-1,75
4,10,6,2.2,-1.6,75
4,10,7,2.2,-1.6,75
4,10,8,2.6,-2,70
4,10,9,3,-2.6,65
4,10,10,3.2,-3.3,60
4,10,11,3.3,-3.8,57
4,10,12,2.8,-2.7,65
4,10,13,3.3,-2.7,63
4,10,14,3.9,-1.6,66
4,10,15,5.6,-1,62
4,10,16,5.6,-1,62
4,10,17,6.1,-1,60
4,10,18,6.7,-3.2,48
4,10,19,5.6,-5.5,42
4,10,20,3.3,-4.3,55
4,10,21,2.8,-4.3,57
4,10,22,1.7,-3.8,64
4,10,23,1.1,-4.3,64
4,10,24,0.3,-4.8,65
4,11,1,-0.3,-4.9,68
4,11,2,-0.8,-5,70
4,11,3,-1.5,-5.3,73
4,11,4,-2.3,-5.5,76
4,11,5,-3.2,-6,79
4,11,6,-3.2,-6,79
4,11,7,-2.1,-5.5,75
4,11,8,-0.5,-4.3,73
4,11,9,2.2,-5.5,54
4,11,10,4.4,-5.5,46
4,11,11,6.1,-8.2,32
4,11,12,7.2,-7.1,33
4,11,13,8.3,-6,34
4,11,14,8.9,-7.7,28
4,11,15,8.3,-6,34
4,11,16,7.8,-7.7,30
4,11,17,6.7,-8.2,31
4,11,18,6.1,-8.1,33
4,11,19,5,-8.2,35
4,11,20,3.3,-9.3,36
4,11,21,3.3,-7.7,41
4,11,22,2.2,-4.9,57
4,11,23,0.6,-6.6,55
4,11,24,0.4,-6.8,55
4,12,1,0.3,-6.4,57
4,12,2,0.3,-6.2,58
4,12,3,0.1,-6.1,59
4,12,4,-0.1,-5.9,61
4,12,5,-0.5,-6,63
4,12,6,-1.6,-6,69
4,12,7,0,-4.9,66
4,12,8,2.8,-4.3,57
4,12,9,3.9,-4.3,53
4,12,10,6.1,-5.5,41
4,12,11,6.7,-6,38
4,12,12,6.1,-4.9,43
4,12,13,7.2,-4.3,42
4,12,14,7.8,-3.8,42
4,12,15,7.8,-4.3,40
4,12,16,7.8,-4.3,40
4,12,17,7.8,-6.6,33
4,12,18,7.7,-6.7,33
4,12,19,7.2,-7.1,33
4,12,20,6.1,-2.7,52
4,12,21,5,-2.1,59
4,12,22,5,-2.7,56
4,12,23,5,-2.1,59
4,12,24,4.8,-2.8,56
4,13,1,4.8,-3.1,55
4,13,2,4.9,-3.4,53
4,13,3,4.8,-3.8,52
4,13,4,4.7,-4.3,50
4,13,5,4.4,-4.9,48
4,13,6,5,-4.3,49
4,13,7,5,-4.3,49
4,13,8,5.6,-3.2,51
4,13,9,5.6,-2.7,54
4,13,10,6.7,-1,57
4,13,11,7.8,0,58
4,13,12,9.4,-0.5,50
4,13,13,8.9,0,54
4,13,14,9.4,0,52
4,13,15,10,-1,46
4,13,16,10.6,-2.1,40
4,13,17,10,0,50
4,13,18,9.4,-0.5,50
4,13,19,8.9,-1,49
4,13,20,8.3,-1,51
4,13,21,8.3,-0.5,54
4,13,22,6.7,-1,57
4,13,23,6.1,-1,60
4,13,24,5.8,-1.1,60
4,14,1,5.6,-0.7,63
4,14,2,5.5,-0.4,65
4,14,3,5.2,-0.2,68
4,14,4,4.9,0,71
4,14,5,4.4,0,73
4,14,6,4.4,-0.5,70
4,14,7,5.6,0,67
4,14,8,5.6,3.9,89
4,14,9,6.1,4.4,89
4,14,10,6.1,5,93
4,14,11,6.1,5,93
4,14,12,6.1,5.6,97
4,14,13,6.1,6.1,100
4,14,14,6.7,6.7,100
4,14,15,7.2,6.7,97
4,14,16,7.2,7.2,100
4,14,17,7.9,7.7,99
4,14,18,8.3,8.3,100
4,14,19,8.9,8.9,100
4,14,20,9,9,100
4,14,21,9.4,9.4,100
4,14,22,9.4,9.4,100
4,14,23,9.4,9.4,100
4,14,24,9.4,9.2,99
4,15,1,9.6,9.6,100
4,15,2,9.9,9.8,99
4,15,3,10,9.9,99
4,15,4,10.1,10.1,100
4,15,5,10,10,100
4,15,6,11.1,11.1,100
4,15,7,11.7,11.7,100
4,15,8,14.4,13.3,93
4,15,9,14.4,13.3,93
4,15,10,14.4,13.3,93
4,15,11,15.6,13.3,86
4,15,12,15.6,9.4,67
4,15,13,9.4,6.7,83
4,15,14,7.2,5,86
4,15,15,7.8,5.6,86
4,15,16,7.8,5,82
4,15,17,8.3,5,80
4,15,18,8.9,4.4,73
4,15,19,9.2,4.2,71
4,15,20,9.4,4.4,71
4,15,21,8.9,4.4,73
4,15,22,9.4,5.6,77
4,15,23,8.9,6.1,83
4,15,24,8.2,4.9,80
4,16,1,7.6,4.2,79
4,16,2,7.2,3.5,77
4,16,3,6.5,2.6,76
4,16,4,5.9,1.7,74
4,16,5,5,0.6,73
4,16,6,5,0.6,73
4,16,7,6.1,0.6,68
4,16,8,7.2,0,60
4,16,9,8.3,0,56
4,16,10,9.4,0.6,54
4,16,11,10.6,1.1,52
4,16,12,11.7,2.2,52
4,16,13,12.8,2.2,48
4,16,14,13.9,2.8,47
4,16,15,13.9,2.8,47
4,16,16,14.4,2.2,44
4,16,17,13.3,1.1,43
4,16,18,12.8,0.6,43
4,16,19,10.6,0.7,50
4,16,20,8.3,1.1,60
4,16,21,7.8,1.1,63
4,16,22,7.8,4.4,79
4,16,23,8.3,1.7,63
4,16,24,7.7,1.4,64
4,17,1,7.2,1.7,68
4,17,2,6.9,1.8,70
4,17,3,6.3,1.8,73
4,17,4,5.8,1.9,76
4,17,5,5,1.7,79
4,17,6,3.9,1.7,86
4,17,7,4.4,1.7,83
4,17,8,7.2,1.1,65
4,17,9,9.4,1.1,56
4,17,10,10,1.7,56
4,17,11,10,2.2,58
4,17,12,10.6,2.8,58
4,17,13,10.6,1.7,54
4,17,14,10.6,2.2,56
4,17,15,11.5,2.6,54
4,17,16,12.2,2.8,53
4,17,17,11.7,2.2,52
4,17,18,11.1,2.2,54
4,17,19,10,1.7,56
4,17,20,8.3,1.7,63
4,17,21,6.7,1.1,67
4,17,22,4.4,2.2,86
4,17,23,2.2,0.6,89
4,17,24,1.9,0.2,88
4,18,1,1.7,0.4,91
4,18,2,1.6,0.4,92
4,18,3,1.4,0.3,92
4,18,4,1.1,0.3,94
4,18,5,0.6,0,96
4,18,6,0.6,0.6,100
4,18,7,1.1,0.6,96
4,18,8,4.4,2.2,86
4,18,9,6.1,2.2,76
4,18,10,8.3,2.2,65
4,18,11,8.9,2.2,63
4,18,12,9.4,2.8,63
4,18,13,10,2.2,58
4,18,14,10,2.2,58
4,18,15,11.1,2.2,54
4,18,16,11.1,3.3,59
4,18,17,10.6,2.8,58
4,18,18,10,2.8,61
4,18,19,9.4,2.2,61
4,18,20,8.3,2.8,68
4,18,21,7.8,2.8,71
4,18,22,6.7,2.2,73
4,18,23,6.1,1.7,73
4,18,24,6,1.4,72
4,19,1,6,1.7,74
4,19,2,6.1,1.8,74
4,19,3,6,1.8,74
4,19,4,5.9,1.9,75
4,19,5,5.6,1.7,76
4,19,6,5.6,1.1,73
4,19,7,5.6,1.1,73
4,19,8,6.1,1.7,73
4,19,9,7.2,1.7,68
4,19,10,7.2,2.8,74
4,19,11,7.8,3.3,73
4,19,12,7.2,2.8,74
4,19,13,8.3,3.3,71
4,19,14,7.8,5,82
4,19,15,7.8,6.1,89
4,19,16,7.8,6.1,89
4,19,17,7.8,6.1,89
4,19,18,7.2,5.6,90
4,19,19,6.7,5.6,93
4,19,20,6.1,4.4,89
4,19,21,5.6,4.4,92
4,19,22,5.6,4.4,92
4,19,23,5,4.1,94
4,19,24,4.6,3.5,93
4,20,1,4.3,3.3,93
4,20,2,4.1,3,93
4,20,3,3.8,2.7,93
4,20,4,3.4,2.3,92
4,20,5,2.8,1.7,92
4,20,6,2.2,1.7,96
4,20,7,2.2,1.7,96
4,20,8,2.2,1.7,96
4,20,9,2.2,1.7,96
4,20,10,2.2,1.7,96
4,20,11,2.2,1.7,96
4,20,12,2.2,1.7,96
4,20,13,1.7,1.1,96
4,20,14,2.2,1.1,92
4,20,15,2.8,1.7,92
4,20,16,2.8,1.7,92
4,20,17,2.2,1.1,92
4,20,18,2.8,1.1,89
4,20,19,2.2,1.1,92
4,20,20,2.2,1.1,92
4,20,21,2.2,1.1,92
4,20,22,2.2,1.7,96
4,20,23,2.2,1.7,96
4,20,24,2.1,1.3,94
4,21,1,2.2,1.5,95
4,21,2,2.4,1.5,94
4,21,3,2.4,1.4,93
4,21,4,2.4,1.4,93
4,21,5,2.2,1.1,92
4,21,6,2.2,1.7,96
4,21,7,2.2,1.7,96
4,21,8,2.8,1.7,92
4,21,9,2.8,1.7,92
4,21,10,2.8,1.7,92
4,21,11,3.3,1.7,89
4,21,12,3.3,1.7,89
4,21,13,3.3,1.7,89
4,21,14,3.3,1.7,89
4,21,15,3.3,1.7,89
4,21,16,3.3,-4.3,55
4,21,17,2.8,1.1,89
4,21,18,3.3,1.7,89
4,21,19,3.3,1.7,89
4,21,20,2.2,1.7,96
4,21,21,2.2,1.7,96
4,21,22,2.8,2.2,96
4,21,23,3.3,2.2,92
4,21,24,3.5,1.8,89
4,22,1,3.9,1.8,86
4,22,2,4.4,1.8,83
4,22,3,4.7,1.6,80
4,22,4,4.9,1.5,79
4,22,5,5,1.1,76
4,22,6,5,0.6,73
4,22,7,5,1.7,79
4,22,8,5,-1.6,61
4,22,9,7.8,-1,53
4,22,10,8.9,-1,49
4,22,11,11.1,-2.1,39
4,22,12,11.7,-3.8,32
4,22,13,12.2,-3.2,33
4,22,14,13.4,-2.9,31
4,22,15,14.4,-2.7,30
4,22,16,14.4,-3.2,29
4,22,17,14.4,-3.8,27
4,22,18,14.4,-3.8,27
4,22,19,12.8,-2.7,33
4,22,20,11.1,-4.3,32
4,22,21,8.9,-6,32
4,22,22,7.8,-6,35
4,22,23,6.7,-5.5,39
4,22,24,6.1,-5.2,42
4,23,1,5.6,-4.4,46
4,23,2,5.2,-3.7,51
4,23,3,4.7,-3.1,55
4,23,4,4.1,-2.5,61
4,23,5,3.3,-2.1,66
4,23,6,3.3,-2.7,63
4,23,7,5,-1,64
4,23,8,8.9,1.1,58
4,23,9,11.1,2.8,57
4,23,10,10,2.8,61
4,23,11,13.3,4.4,55
4,23,12,15.6,3.9,46
4,23,13,12.2,5.6,64
4,23,14,13.3,7.2,67
4,23,15,11.7,6.1,68
4,23,16,12.8,7.8,72
4,23,17,13.3,6.1,62
4,23,18,12.2,6.1,66
4,23,19,10,8.3,89
4,23,20,9.4,8.3,93
4,23,21,9.4,8.3,93
4,23,22,9.4,8.3,93
4,23,23,8.9,7.8,93
4,23,24,8.4,7.1,92
4,24,1,8,6.8,92
4,24,2,7.7,6.5,92
4,24,3,7.3,6.1,92
4,24,4,6.8,5.6,92
4,24,5,6.1,5,93
4,24,6,6.1,5,93
4,24,7,6.7,5,89
4,24,8,7.2,6.1,93
4,24,9,8.3,6.1,86
4,24,10,9.4,7.2,86
4,24,11,11.1,7.2,77
4,24,12,8.9,7.2,89
4,24,13,12.2,7.2,71
4,24,14,12.8,7.8,72
4,24,15,12.2,7.2,71
4,24,16,13.3,7.8,69
4,24,17,13.3,7.2,67
4,24,18,13.9,6.7,62
4,24,19,12.8,5.6,62
4,24,20,10.6,5.6,71
4,24,21,8.9,7.2,89
4,24,22,5.6,5.6,100
4,24,23,5,5,100
4,24,24,4.6,4.4,99
4,25,1,4.3,4.2,99
4,25,2,4.1,4,99
4,25,3,3.8,3.7,99
4,25,4,3.4,3.3,99
4,25,5,2.8,2.8,100
4,25,6,2.2,2.2,100
4,25,7,3.3,3.3,100
4,25,8,8.3,7.2,93
4,25,9,13.3,6.7,64
4,25,10,15,6.1,55
4,25,11,16.1,5.6,50
4,25,12,17.2,2.2,36
4,25,13,17.2,2.8,38
4,25,14,17.2,5,44
4,25,15,17.2,6.7,50
4,25,16,16.7,6.1,50
4,25,17,16.7,6.7,52
4,25,18,15.6,5.6,51
4,25,19,15.6,6.1,53
4,25,20,13.9,5.6,57
4,25,21,13.3,6.7,64
4,25,22,12.2,7.2,71
4,25,23,11.7,7.2,74
4,25,24,11.4,6.5,72
4,26,1,11.2,6.2,71
4,26,2,11.1,5.9,70
4,26,3,10.8,5.5,70
4,26,4,10.5,5,69
4,26,5,10,4.4,68
4,26,6,10,3.3,63
4,26,7,10,2.8,61
4,26,8,11.7,2.2,52
4,26,9,12.8,3.3,52
4,26,10,14.4,4.4,51
4,26,11,16.1,6.1,51
4,26,12,17.8,6.7,48
4,26,13,19.4,7.2,45
4,26,14,20.6,6.7,40
4,26,15,21.1,12.2,57
4,26,16,21.7,8.9,44
4,26,17,20.6,7.2,42
4,26,18,19.4,7.8,47
4,26,19,18.3,7.8,50
4,26,20,17.2,8.3,56
4,26,21,15,10,72
4,26,22,14.4,8.9,70
4,26,23,13.3,8.9,75
4,26,24,13,8.5,74
4,27,1,12.8,8.5,75
4,27,2,12.7,8.5,76
4,27,3,12.5,8.3,76
4,27,4,12.2,8.2,77
4,27,5,11.7,7.8,77
4,27,6,10.6,7.8,83
4,27,7,12.2,7.8,74
4,27,8,13.9,7.8,67
4,27,9,15.6,8.3,62
4,27,10,17.8,10,60
4,27,11,19.4,10.6,57
4,27,12,21.1,11.7,55
4,27,13,21.7,11.1,51
4,27,14,22.2,12.2,53
4,27,15,22.8,13.3,55
4,27,16,22.8,12.8,53
4,27,17,22.8,12.2,51
4,27,18,21.7,12.2,55
4,27,19,21.1,11.7,55
4,27,20,20,11.7,59
4,27,21,15.6,13.3,86
4,27,22,15,13.3,90
4,27,23,15,12.8,87
4,27,24,14.6,12.3,86
4,28,1,14.3,12.2,87
4,28,2,14.1,12.1,88
4,28,3,13.8,11.8,88
4,28,4,13.4,11.6,89
4,28,5,12.8,11.1,89
4,28,6,12.2,11.1,93
4,28,7,12.8,11.7,93
4,28,8,15.6,12.2,80
4,28,9,17.8,13.9,78
4,28,10,20.6,16.1,75
4,28,11,21.1,16.7,76
4,28,12,22.2,16.7,71
4,28,13,22.2,16.7,71
4,28,14,22.8,16.1,66
4,28,15,22.2,16.1,68
4,28,16,22.2,16.7,71
4,28,17,21.7,16.7,73
4,28,18,21.7,16.7,73
4,28,19,20.6,17.2,81
4,28,20,17.2,15,87
4,28,21,15.6,13.3,86
4,28,22,13.9,11.1,83
4,28,23,13.9,10.6,80
4,28,24,13.7,10.5,81
4,29,1,13.7,10.9,83
4,29,2,13.8,11.3,85
4,29,3,13.7,11.5,87
4,29,4,13.6,11.7,88
4,29,5,13.3,11.7,90
4,29,6,14.4,13.3,93
4,29,7,15.6,14.4,93
4,29,8,16.1,15,93
4,29,9,17.8,15.6,87
4,29,10,18.9,16.1,84
4,29,11,18.3,17.2,93
4,29,12,18.3,17.2,93
4,29,13,19.4,17.2,87
4,29,14,20.6,17.2,81
4,29,15,21.1,17.2,78
4,29,16,22.2,17.8,76
4,29,17,22.8,17.8,73
4,29,18,23.3,17.8,71
4,29,19,23.3,17.8,71
4,29,20,22.2,17.8,76
4,29,21,21.1,17.8,81
4,29,22,20.8,17.5,81
4,29,23,20.6,17.2,81
4,29,24,20,15.8,77
4,30,1,19.5,15,75
4,30,2,19.1,14,72
4,30,3,18.6,12.9,69
4,30,4,18,11.9,67
4,30,5,17.2,10.6,65
4,30,6,15.6,6.1,53
4,30,7,15.6,6.1,53
4,30,8,16.1,6.1,51
4,30,9,16.7,5.6,48
4,30,10,17.8,5.6,45
4,30,11,18.3,4.4,40
4,30,12,18.3,3.9,38
4,30,13,17.9,3.4,38
4,30,14,17.2,2.8,38
4,30,15,18.3,3.3,37
4,30,16,18.7,3.6,37
4,30,17,18.9,3.9,37
4,30,18,18.3,2.8,36
4,30,19,20.6,3.3,32
4,30,20,17.8,2.8,37
4,30,21,16.7,3.3,41
4,30,22,16.2,4.7,51
4,30,23,15.6,6,49
4,30,24,15.1,7.4,51
5,1,1,14.6,8.8,94
5,1,2,14.1,10.2,94
5,1,3,13.5,11.5,97
5,1,4,13,12.9,99
5,1,5,13,13,100
5,1,6,13,13,100
5,1,7,14,13,94
5,1,8,14,13,94
5,1,9,16,13,82
5,1,10,17,13,77
5,1,11,17,14,82
5,1,12,17,13,77
5,1,13,18,13,73
5,1,14,19,13,68
5,1,15,19,13,68
5,1,16,18,13,73
5,1,17,16,13,82
5,1,18,14,13,94
5,1,19,12,11,94
5,1,20,11,10,94
5,1,21,11,10,94
5,1,22,10,9,93
5,1,23,9,8,93
5,1,24,9,7,87
5,2,1,9,7,87
5,2,2,9,6,81
5,2,3,9,6,81
5,2,4,9,5,76
5,2,5,9,8,93
5,2,6,9,8,93
5,2,7,8,7,93
5,2,8,8,4,76
5,2,9,8,4,76
5,2,10,9,7,87
5,2,11,9,5,76
5,2,12,9,6,81
5,2,13,9,7,87
5,2,14,10,7,82
5,2,15,12,8,76
5,2,16,12,7,71
5,2,17,11,6,71
5,2,18,11,6,71
5,2,19,10,4,66
5,2,20,7,1,66
5,2,21,6,-1,60
5,2,22,5,-3,55
5,2,23,5,-4,50
5,2,24,4,-4,54
5,3,1,4,-5,49
5,3,2,4,-4,54
5,3,3,3,-5,53
5,3,4,3,-6,49
5,3,5,3,-4,58
5,3,6,3,-4,58
5,3,7,4,-3,59
5,3,8,6,-2,55
5,3,9,8,-1,52
5,3,10,10,1,54
5,3,11,12,1,47
5,3,12,13,1,44
5,3,13,13,0,41
5,3,14,14,0,38
5,3,15,15,0,36
5,3,16,15,0,36
5,3,17,15,0,36
5,3,18,14,0,38
5,3,19,13,0,41
5,3,20,11,0,47
5,3,21,9,0,53
5,3,22,8,0,57
5,3,23,7,0,61
5,3,24,6,-1,60
5,4,1,4,-1,69
5,4,2,4,0,75
5,4,3,3,-1,74
5,4,4,3,-1,74
5,4,5,2,-1,80
5,4,6,2,-1,80
5,4,7,6,1,70
5,4,8,10,-3,39
5,4,9,12,-4,31
5,4,10,12,-2,37
5,4,11,14,-2,32
5,4,12,15,-2,30
5,4,13,16,-1,31
5,4,14,16,0,34
5,4,15,17,1,34
5,4,16,17,1,34
